date,type,category,item,amount,source,card
1/16/2014,הוצאה,מזון ומשקאות,סונול חניון הככר,30,כ. אשראי,2607
1/17/2014,הוצאה,מזון ומשקאות,טיב טעם רשתות דיזנגו,196.15,כ. אשראי,2607
1/17/2014,הוצאה,חינוך ומשפחה,באג דיונון תל אביב,164.6,כ. אשראי,2607
1/17/2014,הוצאה,בילוי ומסעדות,קופי טיים,12.1,כ. אשראי,2607
1/18/2014,הוצאה,מזון ומשקאות,א.אמ.פי.אם מרקט,12.6,כ. אשראי,2607
1/19/2014,הוצאה,רכב ותחבורה,סונול חניון הככר,255.46,כ. אשראי,2607
1/19/2014,הוצאה,מזון ומשקאות,אי.אם.פי.אם בוגרשוב,79.5,כ. אשראי,2607
1/6/2014,הוצאה,חינוך ומשפחה,"אונ' ת""א אגף מיחשוב",821.51,כ. אשראי,5937
1/6/2014,הוצאה,חינוך ומשפחה,"אונ' ת""א אגף מיחשוב",703.02,כ. אשראי,5937
1/19/2014,הוצאה,בילוי ומסעדות,הפיצה,54,כ. אשראי,2599
1/19/2014,הוצאה,בילוי ומסעדות,קפה סוזאנה,95,כ. אשראי,2599
1/19/2014,הוצאה,רכב ותחבורה,"גט טקסי בע""מ",32.7,כ. אשראי,2599
1/20/2014,הוצאה,רכב ותחבורה,דרך ארץ הוראת קבע,15.45,כ. אשראי,2599
1/20/2014,הוצאה,בילוי ומסעדות,המינגווי,75,כ. אשראי,2599
1/21/2014,הוצאה,בילוי ומסעדות,הסדנא,52,כ. אשראי,2599
1/21/2014,הוצאה,רכב ותחבורה,"גט טקסי בע""מ",39.3,כ. אשראי,2599
1/22/2014,הוצאה,בילוי ומסעדות,קפה קפה ממילא,16,כ. אשראי,2599
1/23/2014,הוצאה,בילוי ומסעדות,סיפו מאכלי ים,256,כ. אשראי,2599
1/23/2014,הוצאה,רכב ותחבורה,"גט טקסי בע""מ",45.5,כ. אשראי,2599
1/23/2014,הוצאה,רכב ותחבורה,"גט טקסי בע""מ",30,כ. אשראי,2599
1/23/2014,הוצאה,מזון ומשקאות,ממלכת החלבה והטחינה,25,כ. אשראי,2599
1/23/2014,הוצאה,מזון ומשקאות,מגדנית מרציפן בעמ,26.6,כ. אשראי,2599
1/24/2014,הוצאה,מתנות ומזכרות,זארה - קניון דיזנגוף,200,כ. אשראי,2599
1/24/2014,הוצאה,מתנות ומזכרות,זארה - קניון דיזנגוף,169.9,כ. אשראי,2599
1/24/2014,הוצאה,ביגוד והנעלה,STORY דיזינגוף 246 ת,728.08,כ. אשראי,2599
1/24/2014,הוצאה,מזון ומשקאות,אי.אם.פי.אם בוגרשוב,59.5,כ. אשראי,2599
1/24/2014,הוצאה,בילוי ומסעדות,"אידלסון 10 בע""מ",82.8,כ. אשראי,2599
1/24/2014,הוצאה,בילוי ומסעדות,נדב קינוחים,30,כ. אשראי,2599
1/25/2014,הוצאה,בילוי ומסעדות,"בר תרבות אורבנית בע""",35,כ. אשראי,2599
1/25/2014,הוצאה,בילוי ומסעדות,פורט סעיד,54,כ. אשראי,2599
1/25/2014,הוצאה,בילוי ומסעדות,נדב קינוחים,48,כ. אשראי,2599
1/25/2014,הוצאה,מזון ומשקאות,"הקצביה בע""מ",174.99,כ. אשראי,2599
1/26/2014,הוצאה,בילוי ומסעדות,"בית תאילנדי בע""מ",160,כ. אשראי,2599
1/26/2014,הוצאה,רכב ותחבורה,מוסך הדקלים,884,כ. אשראי,2599
1/26/2014,הוצאה,מזון ומשקאות,ק ב מרקט בעמ,16.9,כ. אשראי,2599
1/27/2014,הוצאה,תרבות ופנאי,בלייזר ידיעות,19.9,כ. אשראי,2599
1/27/2014,הוצאה,בילוי ומסעדות,RUSTICO,255,כ. אשראי,2599
1/27/2014,הוצאה,בילוי ומסעדות,קופי טיים,15.8,כ. אשראי,2599
1/28/2014,הוצאה,רכב ותחבורה,הפניקס ביטוח אלמנטרי,696,כ. אשראי,2599
1/28/2014,הוצאה,בריאות,שרותי בריאות כללית,81.85,כ. אשראי,2599
1/28/2014,הוצאה,מזון ומשקאות,מגה בעיר כיכר דיזנגו,322.38,כ. אשראי,2599
1/21/2014,הוצאה,מזון ומשקאות,אי.אם.פי.אם בוגרשוב,50.2,כ. אשראי,2607
1/22/2014,הוצאה,מזון ומשקאות,סונול חניון הככר,64,כ. אשראי,2607
1/22/2014,הוצאה,מזון ומשקאות,אי.אם.פי.אם בוגרשוב,36.84,כ. אשראי,2607
1/22/2014,הוצאה,בילוי ומסעדות,קופי טיים,12.1,כ. אשראי,2607
1/24/2014,הוצאה,ביגוד והנעלה,פול אנד בר - דיזנגוף,139.8,כ. אשראי,2607
1/24/2014,הוצאה,יופי ואביזרי אופנה,לינדו תל אביב,109,כ. אשראי,2607
1/24/2014,הוצאה,ביגוד והנעלה,מאיפה זה,179,כ. אשראי,2607
1/25/2014,הוצאה,בריאות,סופר פארם ביתן אהרון,92.2,כ. אשראי,2607
1/26/2014,הוצאה,בילוי ומסעדות,בריסרי אבן גבירול,8,כ. אשראי,2607
1/26/2014,הוצאה,בילוי ומסעדות,בריסרי אבן גבירול,36,כ. אשראי,2607
1/26/2014,הוצאה,רכב ותחבורה,"גט טקסי בע""מ",22.8,כ. אשראי,2607
1/27/2014,הוצאה,חינוך ומשפחה,אגודה הסטודנטים החדש,15.87,כ. אשראי,2607
1/27/2014,הוצאה,יופי ואביזרי אופנה,NAILS,36.27,כ. אשראי,2607
1/28/2014,הוצאה,בריאות,שרותי בריאות כללית,114.81,כ. אשראי,2607
1/23/2014,הכנסה,משכורת,משכורת מסיטי בנק דרך,"16,242.00",חשבון,
1/28/2014,הוצאה,תרבות ופנאי,"הוצאת עתון הארץ בע""מ",89.89,כ. אשראי,59
1/29/2014,הוצאה,רכב ותחבורה,"גט טקסי בע""מ",32.4,כ. אשראי,2599
1/30/2014,הוצאה,בילוי ומסעדות,קפה בר הבימה,52,כ. אשראי,2599
1/31/2014,הוצאה,בילוי ומסעדות,משוושה,30.5,כ. אשראי,2599
1/31/2014,הוצאה,בילוי ומסעדות,רוטשילד 12,58,כ. אשראי,2599
1/31/2014,הוצאה,יופי ואביזרי אופנה,טובה בריינס קוסמטיקה,200,כ. אשראי,2599
1/28/2014,הוצאה,רכב ותחבורה,סונול חניון הככר,292.72,כ. אשראי,2607
1/28/2014,הוצאה,מזון ומשקאות,סונול חניון הככר,30,כ. אשראי,2607
1/29/2014,הוצאה,חינוך ומשפחה,שירותי צילום-מפעיל ב,6.69,כ. אשראי,2607
1/30/2014,הוצאה,מזון ומשקאות,דרייב סטור,28,כ. אשראי,2607
1/3/2014,הוצאה,שירותי בנקאות,רבית  (תאריך ערך01/01),0.49,חשבון,
1/3/2014,הוצאה,שירותי בנקאות,ע.מפעולות-ישיר,24.3,חשבון,
1/28/2014,הוצאה,שירותי בנקאות,דירקט- מצטבר,4.85,חשבון,
1/28/2014,הוצאה,שירותי בנקאות,דירקט- מצטבר,4.85,חשבון,
1/3/2014,הוצאה,שירותי בנקאות,רבית  (תאריך ערך01/01),29.09,חשבון,
1/3/2014,הוצאה,שירותי בנקאות,"השלמה למינ ד""נ",8.95,חשבון,
1/3/2014,הוצאה,שירותי בנקאות,ע.מפעולות-ישיר,4.05,חשבון,
1/2/2014,הוצאה,שירותי בנקאות,מסטרקרד,8.73,חשבון,5937
1/3/2014,הוצאה,שירותי בנקאות,רבית  (תאריך ערך01/01),8.75,חשבון,5937
1/31/2014,הוצאה,רכב ותחבורה,פניקס אוטו חובה,496,כ. אשראי,2607
1/31/2014,הוצאה,רכב ותחבורה,עמלת תשלום נדחה,0.5,כ. אשראי,2607
1/31/2014,הוצאה,מזון ומשקאות,אי.אם.פי.אם בוגרשוב,101.1,כ. אשראי,2607
2/5/2014,הוצאה,מזומן,כספון דיזנגוף תא 20053,200,מזומן,
2/7/2014,הוצאה,מזומן,"שב""א 59030",102.5,מזומן,
2/9/2014,הכנסה,משכורת,משכורת,"9,561.01",חשבון,
2/9/2014,הוצאה,מזומן,כספומט 11526,200,מזומן,
2/16/2014,הכנסה,מענק,אוניברסיטת תל אביב,"2,000.00",חשבון,
2/19/2014,הוצאה,מזומן,"שב""א 59030",202.5,מזומן,
2/20/2014,הוצאה,מזומן,כספומט 10989,206.9,מזומן,
2/21/2014,הוצאה,מתנות ומזכרות,פירעון שיק,800,שיקים,
2/23/2014,הוצאה,שיקים,פירעון שיק,"8,800.00",שיקים,
2/25/2014,הכנסה,משכורת,משכורת מסיטי בנק דרך,"27,527.00",חשבון,
2/26/2014,הוצאה,מזומן,כספומט 10989,206.9,מזומן,
2/1/2014,הוצאה,רכב ותחבורה,פניקס אוטו חובה,496,כ. אשראי,2599
2/1/2014,הוצאה,מיסים ותשלומים,רשות השידור הגבייה,345,כ. אשראי,2599
2/1/2014,הוצאה,מיסים ותשלומים,"א,עיריית תל אביב-יפו",363.65,כ. אשראי,2599
2/2/2014,הוצאה,נופש,ELAL-CALL CENTER,545.08,כ. אשראי,2599
2/2/2014,הוצאה,נופש,ELAL-CALL CENTER,545.08,כ. אשראי,2599
2/2/2014,הוצאה,מזון ומשקאות,מגה בעיר כיכר דיזנגו,7.93,כ. אשראי,2599
2/3/2014,הוצאה,מוצרי חשמל ותקשורת,800-854-7859 ~AMAZON,79.74,כ. אשראי,2599
2/3/2014,הוצאה,מזון ומשקאות,מגה בעיר כיכר דיזנגו,72.18,כ. אשראי,2599
2/4/2014,הוצאה,בית וגן,מאי - ארט,17,כ. אשראי,2599
2/4/2014,הוצאה,יופי ואביזרי אופנה,המרכז לצרכי מספרה בע,35,כ. אשראי,2599
2/5/2014,הוצאה,מוצרי חשמל ותקשורת,4029357733 ~PAYPAL,70,כ. אשראי,2599
41676,הוצאה,בילוי ומסעדות,מזנון,54,כ. אשראי,2599
2/6/2014,הוצאה,רכב ותחבורה,חניון רוטשילד,15,כ. אשראי,2599
2/6/2014,הוצאה,מיסים ותשלומים,B בזק תשלום מזדמן,151.69,כ. אשראי,2599
2/7/2014,הוצאה,מזון ומשקאות,משוושה,26,כ. אשראי,2599
2/7/2014,הוצאה,בילוי ומסעדות,"אל וסינו בע""מ",100,כ. אשראי,2599
2/7/2014,הוצאה,רכב ותחבורה,פז YELLOW חופית -,282.59,כ. אשראי,2599
2/9/2014,הוצאה,ביגוד והנעלה,PRECIOUS,"1,029.00",כ. אשראי,2599
2/9/2014,הוצאה,בילוי ומסעדות,מלכי ישראל,40,כ. אשראי,2599
2/9/2014,הוצאה,בילוי ומסעדות,"אידלסון 01 בע""מ",22,כ. אשראי,2599
2/10/2014,הוצאה,מזון ומשקאות,אי.אם.פי.אם בוגרשוב,120.02,כ. אשראי,2599
2/11/2014,הוצאה,מוצרי חשמל ותקשורת,35314369001 ~PAYPAL,35.85,כ. אשראי,2599
2/11/2014,הוצאה,בילוי ומסעדות,גוצ'ה רמת החייל,255,כ. אשראי,2599
2/11/2014,הוצאה,מיסים ותשלומים,"בזק בינלאומי בע""מ",81.29,כ. אשראי,2599
2/11/2014,הוצאה,רכב ותחבורה,אחוזות החוף - חניון,4,כ. אשראי,2599
2/12/2014,הוצאה,בילוי ומסעדות,רוטשילד 12,155,כ. אשראי,2599
2/12/2014,הוצאה,בילוי ומסעדות,קפה בר הבימה,35,כ. אשראי,2599
2/12/2014,הוצאה,מיסים ותשלומים,"בזק בנלאומי בע""מ",81.29,כ. אשראי,2599
2/13/2014,הוצאה,בילוי ומסעדות,מון סושי בר,308,כ. אשראי,2599
2/13/2014,הוצאה,בריאות,פרופ' ארויןוייס מרפא,280,כ. אשראי,2599
2/14/2014,הוצאה,בילוי ומסעדות,סרבסה,35,כ. אשראי,2599
2/14/2014,הוצאה,בילוי ומסעדות,קפה נחמה,109.65,כ. אשראי,2599
2/14/2014,הוצאה,בילוי ומסעדות,דלק ח.י היובל,10,כ. אשראי,2599
2/14/2014,הוצאה,רכב ותחבורה,סונול חניון הככר,271.71,כ. אשראי,2599
2/14/2014,הוצאה,מזון ומשקאות,טיב טעם רשתות דיזנגו,105.89,כ. אשראי,2599
2/15/2014,הוצאה,מזון ומשקאות,אי.אם.פי.אם בוגרשוב,24.32,כ. אשראי,2599
2/16/2014,הוצאה,מזון ומשקאות,נספרסו ישראל -אינטרנ,224,כ. אשראי,2599
2/17/2014,הוצאה,בילוי ומסעדות,הפיצה,20,כ. אשראי,2599
2/17/2014,הוצאה,בילוי ומסעדות,מון-סוזט,57,כ. אשראי,2599
2/17/2014,הוצאה,בילוי ומסעדות,ביגי זי בר,33,כ. אשראי,2599
2/18/2014,הוצאה,בילוי ומסעדות,TAIZU,115,כ. אשראי,2599
2/18/2014,הוצאה,רכב ותחבורה,"גט טקסי בע""מ",26.1,כ. אשראי,2599
2/18/2014,הוצאה,רכב ותחבורה,"גט טקסי בע""מ",23.1,כ. אשראי,2599
2/18/2014,הוצאה,רכב ותחבורה,"גט טקסי בע""מ",78.6,כ. אשראי,2599
2/19/2014,הוצאה,רכב ותחבורה,"גט טקסי בע""מ",33,כ. אשראי,2599
2/19/2014,הוצאה,רכב ותחבורה,"גט טקסי בע""מ",32.4,כ. אשראי,2599
2/21/2014,הוצאה,בילוי ומסעדות,אבו גוש,28,כ. אשראי,2599
2/21/2014,הוצאה,בילוי ומסעדות,BREAD STORY,136,כ. אשראי,2599
2/21/2014,הוצאה,מזון ומשקאות,מגה בעיר כיכר דיזנגו,355.07,כ. אשראי,2599
2/21/2014,הוצאה,מתנות ומזכרות,גולף קידס דיזינגוף ס,229.6,כ. אשראי,2599
2/22/2014,הוצאה,רכב ותחבורה,"גט טקסי בע""מ",32.5,כ. אשראי,2599
2/22/2014,הוצאה,רכב ותחבורה,"גט טקסי בע""מ",22.5,כ. אשראי,2599
2/22/2014,הוצאה,מזון ומשקאות,אי.אם.פי.אם בוגרשוב,37.94,כ. אשראי,2599
2/22/2014,הוצאה,רכב ותחבורה,אחוזות החוף - חניון,4,כ. אשראי,2599
2/23/2014,הוצאה,תרבות ופנאי,בלייזר ידיעות,19.9,כ. אשראי,2599
2/24/2014,הוצאה,בילוי ומסעדות,ויטרינה,86,כ. אשראי,2599
2/24/2014,הוצאה,תרבות ופנאי,קולנוע רב חן דיזינגו,70.3,כ. אשראי,2599
2/25/2014,הוצאה,מזון ומשקאות,מגה בעיר כיכר דיזנגו,99.5,כ. אשראי,2599
2/25/2014,הוצאה,רכב ותחבורה,הפניקס ביטוח אלמנטרי,696,כ. אשראי,2599
2/25/2014,הוצאה,תרבות ופנאי,"הוצאת עתון הארץ בע""מ",89.89,כ. אשראי,2599
2/26/2014,הוצאה,רכב ותחבורה,"גט טקסי בע""מ",36.6,כ. אשראי,2599
2/26/2014,הוצאה,בריאות,שרותי בריאות כללית,81.36,כ. אשראי,2599
2/27/2014,הוצאה,מיסים ותשלומים,B בזק הוראת קבע,151.25,כ. אשראי,2599
2/28/2014,הוצאה,בילוי ומסעדות,פוקצ'ה,108,כ. אשראי,2599
2/28/2014,הוצאה,רכב ותחבורה,פז YELLOW שואבה,278.79,כ. אשראי,2599
2/28/2014,הוצאה,בילוי ומסעדות,"א.ר. צאקרה בע""מ",100,כ. אשראי,2599
2/28/2014,הוצאה,רכב ותחבורה,רכבת קלה סיטיפס,34.5,כ. אשראי,2599
2/28/2014,הוצאה,ביגוד והנעלה,זארה - קניון דיזנגוף,328.8,כ. אשראי,2599
2/12/2014,הוצאה,מוצרי חשמל ותקשורת,GOOGLE.COM/CH~GOOGLE,35,כ. אשראי,2599
2/1/2014,הוצאה,מזון ומשקאות,אי.אם.פי.אם בוגרשוב,114.76,כ. אשראי,2607
2/2/2014,הוצאה,מזון ומשקאות,סונול חניון הככר,30,כ. אשראי,2607
2/3/2014,הוצאה,מזון ומשקאות,סונול חניון הככר,49.95,כ. אשראי,2607
2/3/2014,הוצאה,רכב ותחבורה,אחוזת החוף- חניון מד,4,כ. אשראי,2607
2/4/2014,הוצאה,בילוי ומסעדות,מנטינה,60,כ. אשראי,2607
2/5/2014,הוצאה,בילוי ומסעדות,ג'אפניקה נתניה,55,כ. אשראי,2607
2/6/2014,הוצאה,חינוך ומשפחה,"א.בקל בע""מ",46,כ. אשראי,2607
2/6/2014,הוצאה,מזון ומשקאות,אי.אם.פי.אם בוגרשוב,143.42,כ. אשראי,2607
2/8/2014,הוצאה,מזון ומשקאות,אי.אם.פי.אם בוגרשוב,58.66,כ. אשראי,2607
2/9/2014,הוצאה,מזון ומשקאות,אי.אם.פי.אם בוגרשוב,31.82,כ. אשראי,2607
2/9/2014,הוצאה,בילוי ומסעדות,ברדו בית קפה ומאפה ב,38,כ. אשראי,2607
2/10/2014,הוצאה,בילוי ומסעדות,מנטינה,37,כ. אשראי,2607
2/14/2014,הוצאה,בילוי ומסעדות,גלידרייה סיצילאנית,44,כ. אשראי,2607
2/16/2014,הוצאה,מזון ומשקאות,דרייב סטור,28,כ. אשראי,2607
2/16/2014,הוצאה,רכב ותחבורה,אחוזת החוף- חניון מד,32,כ. אשראי,2607
2/17/2014,הוצאה,בילוי ומסעדות,קופי טיים,26.1,כ. אשראי,2607
2/17/2014,הוצאה,רכב ותחבורה,אחוזת החוף- חניון מד,15,כ. אשראי,2607
2/18/2014,הוצאה,מזון ומשקאות,דרייב סטור,38,כ. אשראי,2607
2/19/2014,הוצאה,בילוי ומסעדות,קופי טיים,20.3,כ. אשראי,2607
2/19/2014,הוצאה,חינוך ומשפחה,באג דיונון תל אביב,57.7,כ. אשראי,2607
2/19/2014,הוצאה,רכב ותחבורה,אחוזת החוף- חניון מד,15,כ. אשראי,2607
2/20/2014,הוצאה,חינוך ומשפחה,"א.בקל בע""מ",51.8,כ. אשראי,2607
2/20/2014,הוצאה,רכב ותחבורה,סונול חניון הככר,287.67,כ. אשראי,2607
2/23/2014,הוצאה,מזון ומשקאות,דרייב סטור,36,כ. אשראי,2607
2/24/2014,הוצאה,בילוי ומסעדות,קופי טיים,19.6,כ. אשראי,2607
2/24/2014,הוצאה,מזון ומשקאות,סונול חניון הככר,30,כ. אשראי,2607
2/25/2014,הוצאה,בילוי ומסעדות,X RAY,10,כ. אשראי,2607
2/25/2014,הוצאה,בריאות,סופר פארם ביג פולג,254.7,כ. אשראי,2607
2/26/2014,הוצאה,בילוי ומסעדות,קופי טיים,20.3,כ. אשראי,2607
2/26/2014,הוצאה,בילוי ומסעדות,לחם ארטיזן נתניה,9.8,כ. אשראי,2607
2/26/2014,הוצאה,רכב ותחבורה,סונול חניון הככר,340,כ. אשראי,2607
2/26/2014,הוצאה,בריאות,שרותי בריאות כללית,114.13,כ. אשראי,2607
2/26/2014,הוצאה,רכב ותחבורה,אחוזת החוף- חניון מד,15,כ. אשראי,2607
2/27/2014,הוצאה,בילוי ומסעדות,קופי בר,308,כ. אשראי,2607
2/28/2014,הוצאה,יופי ואביזרי אופנה,OVIVARERIFO,680,כ. אשראי,2607
2/28/2014,הוצאה,בילוי ומסעדות,קיורטוש בוגרשוב,41,כ. אשראי,2607
2/26/2014,הוצאה,מוצרי חשמל ותקשורת,617-783-7500 ~HAR*HA,24.3,כ. אשראי,2607
2/6/2014,הוצאה,חינוך ומשפחה,"אונ' ת""א אגף מיחשוב",821.51,כ. אשראי,5937
2/6/2014,הוצאה,חינוך ומשפחה,"אונ' ת""א אגף מיחשוב",703.02,כ. אשראי,5937
3/5/2014,הוצאה,מזומן,"שב""א 59030",302.5,חשבון,
3/9/2014,הכנסה,משכורת,משכורת,"9,648.00",חשבון,
3/9/2014,הוצאה,מזומן,"שב""א 59030",202.5,חשבון,
03/17/2014,הוצאה,מזומן,כספומט 10809,200,חשבון,
03/17/2014,הוצאה,מזומן,כספומט 10989,106.5,חשבון,
03/19/2014,הוצאה,מזומן,בנק-קט 12510,200,חשבון,
03/20/2014,הוצאה,בריאות,פירעון שיק,"1,200.00",חשבון,
03/24/2014,הוצאה,נופש,העברה באינטרנט,69,חשבון,
03/25/2014,הכנסה,משכורת,משכורת מסיטי בנק דרך,"16,944.00",חשבון,
3/1/2014,הוצאה,רכב ותחבורה,פניקס אוטו חובה,496,כ. אשראי,2599
3/2/2014,הוצאה,נופש,ELAL-CALL CENTER,545.08,כ. אשראי,2599
3/2/2014,הוצאה,נופש,ELAL-CALL CENTER,545.08,כ. אשראי,2599
02/28/14,הוצאה,בילוי ומסעדות,קפה נחמה,74,כ. אשראי,2599
02/28/14,הוצאה,מזון ומשקאות,מינימרקט,16,כ. אשראי,2599
3/2/2014,הוצאה,מזון ומשקאות,מגה בעיר כיכר דיזנגו,139.52,כ. אשראי,2599
3/2/2014,הוצאה,בריאות,סופר פארם דיזנגוף סנ,20.9,כ. אשראי,2599
3/2/2014,הכנסה,ביגוד והנעלה,זארה - קניון דיזנגוף,75.9,כ. אשראי,2599
3/3/2014,הוצאה,בילוי ומסעדות,קפה בר הבימה,20,כ. אשראי,2599
3/3/2014,הוצאה,בילוי ומסעדות,דיזי פרישדון בר,80,כ. אשראי,2599
3/3/2014,הוצאה,מזון ומשקאות,אי.אם.פי.אם בוגרשוב,63.49,כ. אשראי,2599
3/5/2014,הוצאה,בילוי ומסעדות,מון-סוזט,79,כ. אשראי,2599
3/6/2014,הוצאה,בילוי ומסעדות,מון-סוזט,125,כ. אשראי,2599
3/7/2014,הוצאה,בילוי ומסעדות,הילינקה,58,כ. אשראי,2599
3/7/2014,הוצאה,בילוי ומסעדות,חומוס אבו אדהם,30,כ. אשראי,2599
3/7/2014,הוצאה,מיסים ותשלומים,"א,עיריית תל אביב-יפו",377.96,כ. אשראי,2599
3/7/2014,הוצאה,מזון ומשקאות,מגה בעיר כיכר דיזנגו,299.16,כ. אשראי,2599
3/8/2014,הוצאה,מזון ומשקאות,סנטה קטרינה,60,כ. אשראי,2599
3/8/2014,הוצאה,מזון ומשקאות,לימוזין בשר נטו,52.92,כ. אשראי,2599
3/8/2014,הוצאה,רכב ותחבורה,סונול חניון הככר,258.18,כ. אשראי,2599
3/8/2014,הוצאה,מזון ומשקאות,אי.אם.פי.אם בוגרשוב,13.54,כ. אשראי,2599
3/8/2014,הוצאה,מזון ומשקאות,"י.ל ממתקים בע""מ סניף",36,כ. אשראי,2599
3/8/2014,הוצאה,בילוי ומסעדות,אלון אינטרייד בתי קפ,16,כ. אשראי,2599
3/9/2014,הוצאה,נופש,"ארקפה נתב""ג",53,כ. אשראי,2599
3/9/2014,הוצאה,נופש,"בנק הפועלים נתב""ג- ר","1,235.18",כ. אשראי,2599
3/11/2014,הוצאה,מוצרי חשמל ותקשורת,35314369001 ~PAYPAL,35.2,כ. אשראי,2599
3/11/2014,הוצאה,מיסים ותשלומים,"בזק בינלאומי בע""מ",61.89,כ. אשראי,2599
03/13/14,הוצאה,מיסים ותשלומים,חברת חשמל לישראל,857.4,כ. אשראי,2599
03/16/14,הוצאה,רכב ותחבורה,"גט טקסי בע""מ",33.6,כ. אשראי,2599
03/16/14,הוצאה,רכב ותחבורה,"גט טקסי בע""מ",35.7,כ. אשראי,2599
03/17/14,הוצאה,בילוי ומסעדות,מון-סוזט,80,כ. אשראי,2599
03/18/14,הוצאה,מוצרי חשמל ותקשורת,GOOGLE.COM/CH~GOOGLE,11.6,כ. אשראי,2599
03/18/14,הוצאה,מוצרי חשמל ותקשורת,קיי.אס.פי מירי תל אב,135,כ. אשראי,2599
03/19/14,הוצאה,מזון ומשקאות,אי.אם.פי.אם גבעתיים,55.49,כ. אשראי,2599
03/20/14,הוצאה,מזון ומשקאות,טיב טעם רשתות דיזנגו,219.48,כ. אשראי,2599
03/22/14,הוצאה,בילוי ומסעדות,הפיצה,46,כ. אשראי,2599
03/22/14,הוצאה,בילוי ומסעדות,דיזי פרישדון בר,70,כ. אשראי,2599
03/22/14,הוצאה,רכב ותחבורה,סונול חניון הככר,292.63,כ. אשראי,2599
03/23/14,הוצאה,מזון ומשקאות,אי.אם.פי.אם בוגרשוב,51.59,כ. אשראי,2599
03/26/14,הוצאה,תרבות ופנאי,בלייזר ידיעות,19.9,כ. אשראי,2599
03/26/14,הוצאה,תרבות ופנאי,"הוצאת עתון הארץ בע""מ",89.89,כ. אשראי,2599
03/27/14,הוצאה,רכב ותחבורה,"גט טקסי בע""מ",34.5,כ. אשראי,2599
03/27/14,הוצאה,בילוי ומסעדות,דיקסי גריל בר בעמ,135,כ. אשראי,2599
03/27/14,הוצאה,יופי ואביזרי אופנה,CHECK BOX BUY2USA,177,כ. אשראי,2599
03/27/14,הוצאה,בריאות,שרותי בריאות כללית,81.2,כ. אשראי,2599
03/27/14,הוצאה,רכב ותחבורה,הפניקס ביטוח אלמנטרי,696,כ. אשראי,2599
03/28/14,הוצאה,מיסים ותשלומים,B בזק הוראת קבע,130.89,כ. אשראי,2599
03/28/14,הוצאה,רכב ותחבורה,ת.דלק מחלף זכרון יעק,300,כ. אשראי,2599
03/29/14,הוצאה,מזון ומשקאות,4029357733 ~PAYPAL,343.91,כ. אשראי,2599
03/29/14,הוצאה,מזון ומשקאות,אי.אם.פי.אם בוגרשוב,36.98,כ. אשראי,2599
03/30/14,הוצאה,בילוי ומסעדות,טפאו הרצליה,230,כ. אשראי,2599
03/31/14,הוצאה,בילוי ומסעדות,צפון אברקסס,290,כ. אשראי,2599
03/31/14,הוצאה,בילוי ומסעדות,קפה בר הבימה,51,כ. אשראי,2599
3/9/2014,הוצאה,נופש,VILLENEUVE ~VIS A,147.8,כ. אשראי,2599
3/9/2014,הוצאה,נופש,HAUTE-NENDAZ ~PIZZER,81.3,כ. אשראי,2599
3/10/2014,הוצאה,נופש,HAUTE-NENDAZ ~RESTAU,53.3,כ. אשראי,2599
3/10/2014,הוצאה,נופש,TיHAUTE-NENDAZ ~MARI,242.0,כ. אשראי,2599
3/11/2014,הוצאה,נופש,NENDAZ ~PREMIE,263.3,כ. אשראי,2599
3/11/2014,הוצאה,נופש,HAUTE-NENDAZ ~RESTAU,129.7,כ. אשראי,2599
3/12/2014,הוצאה,נופש,HAUTE-NENDAZ ~COOP-3,392.4,כ. אשראי,2599
3/12/2014,הוצאה,מוצרי חשמל ותקשורת,GOOGLE.COM/CH~GOOGLE,35.0,כ. אשראי,2599
3/12/2014,הוצאה,נופש,HAUTE-NENDAZ ~RESTAU,228.8,כ. אשראי,2599
03/14/2014,הוצאה,נופש,HAUTE-NENDAZ ~COOP-3,267.3,כ. אשראי,2599
03/14/2014,הוצאה,נופש,THYON-LES COL~RESTAU,89.6,כ. אשראי,2599
03/15/2014,הוצאה,נופש,DEITINGEN ~AUTOBA,539.1,כ. אשראי,2599
03/24/2014,הוצאה,יופי ואביזרי אופנה,AMZN.COM/BILL~AMAZON,376.2,כ. אשראי,2599
03/24/2014,הוצאה,יופי ואביזרי אופנה,AMZN.COM/BILL~AMAZON,252.2,כ. אשראי,2599
03/25/2014,הוצאה,יופי ואביזרי אופנה,AMZN.COM/BILL~AMAZON,111.9,כ. אשראי,2599
03/28/2014,הוצאה,נופש,617-783-7500 ~HAR*HA,24.3,כ. אשראי,2607
3/3/2014,הוצאה,מזון ומשקאות,קופי טיים,19.5,כ. אשראי,2607
3/5/2014,הוצאה,מזון ומשקאות,קופי טיים,22.1,כ. אשראי,2607
3/5/2014,הוצאה,מזון ומשקאות,סונול חניון הככר,35.7,כ. אשראי,2607
3/5/2014,הוצאה,רכב ותחבורה,אחוזת החוף- חניון מד,12,כ. אשראי,2607
3/7/2014,הוצאה,מזון ומשקאות,ק ב מרקט בעמ,51.4,כ. אשראי,2607
3/10/2014,הוצאה,מזון ומשקאות,קופי טיים,20.3,כ. אשראי,2607
3/10/2014,הוצאה,בילוי ומסעדות,לחם ארטיזן נתניה,9.8,כ. אשראי,2607
3/10/2014,הוצאה,רכב ותחבורה,אחוזת החוף- חניון מד,16,כ. אשראי,2607
